run_id,method,num_qubits,layers,steps,repeats,total_steps,status,error_message,final_energy,total_wall_s,avg_step_ms,total_wall_speedup_vs_inverse_walk,total_wall_speedup_vs_inverse_walk_cuQuantum,backend_timing_total_forward_s,backend_timing_avg_ms_per_step_forward_s,backend_timing_total_backward_s,backend_timing_avg_ms_per_step_backward_s,backend_timing_total_gradient_s,backend_timing_avg_ms_per_step_gradient_s,estimated_workspace_gib,effective_gate_fusion,pennylane_gate_structure,gpu_sample_count,gpu_telemetry_elapsed_wall_s,gpu_snapshots_collected,gpu_telemetry_note,gpu_pcie_note,gpu_index,gpu_name,gpu_fb_memory_total_mib,gpu_avg_utilization_gpu_pct,gpu_peak_utilization_gpu_pct,gpu_avg_utilization_memory_pct,gpu_peak_utilization_memory_pct,gpu_avg_power_draw_w,gpu_peak_power_draw_w,gpu_peak_temperature_c,gpu_peak_fb_memory_used_mib,gpu_peak_process_used_gpu_memory_mib,gpu_peak_clocks_sm_mhz,gpu_peak_clocks_mem_mhz,gpu_avg_sm_activity_pct,gpu_peak_sm_activity_pct,gpu_avg_sm_occupancy_pct,gpu_peak_sm_occupancy_pct,gpu_avg_tensor_activity_pct,gpu_peak_tensor_activity_pct,gpu_avg_dram_activity_pct,gpu_peak_dram_activity_pct,gpu_avg_fp64_activity_pct,gpu_peak_fp64_activity_pct,gpu_avg_fp32_activity_pct,gpu_peak_fp32_activity_pct,gpu_avg_fp16_activity_pct,gpu_peak_fp16_activity_pct,gpu_pcie_sample_count,gpu_avg_pcie_rx_kbps,gpu_peak_pcie_rx_kbps,gpu_avg_pcie_tx_kbps,gpu_peak_pcie_tx_kbps,ncu_profiled_kernel_launches,ncu_ncu_status,ncu_ncu_message,ncu_avg_launch__grid_size,ncu_peak_launch__grid_size,ncu_avg_launch__block_size,ncu_peak_launch__block_size,ncu_avg_gpu__time_duration.sum,ncu_peak_gpu__time_duration.sum,ncu_avg_sm__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_sm__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_sm__warps_active.avg.pct_of_peak_sustained_active,ncu_peak_sm__warps_active.avg.pct_of_peak_sustained_active,ncu_avg_smsp__warps_eligible.avg.per_cycle_active,ncu_peak_smsp__warps_eligible.avg.per_cycle_active,ncu_avg_dram__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_dram__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_lts__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_lts__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_lts__t_sector_hit_rate.pct,ncu_peak_lts__t_sector_hit_rate.pct,ncu_ncu_avg_sm_activity_pct,ncu_ncu_peak_sm_activity_pct,ncu_ncu_avg_sm_occupancy_pct,ncu_ncu_peak_sm_occupancy_pct,ncu_ncu_avg_dram_activity_pct,ncu_ncu_peak_dram_activity_pct,ncu_kernel_profiled_launches_detail,ncu_kernel_time_total_ns_detail,ncu_kernel_time_avg_ns_detail,ncu_kernel_time_peak_ns_detail
q13_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,13,2,20,1,20,ok,,-13.706952306870095,0.023029578995192423,1.1514789497596212,,1.0,,,,,,,0.00048828125,,True,1,1.091679004020989,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,1.0,1.0,0.0,0.0,111.56,111.56,56.0,1694,428,2505.0,9501.0,,,,,,,,,,,,,,,1,21.0,21.0,3.0,3.0,64,ok,,44.5,64.0,117.0,256.0,2337.5,2624.0,3.2796875,4.62,7.3759375,16.3,0.02625,0.04,6.11046875,11.48,2.40015625,4.71,61.645625,78.93,3.2796875,4.62,7.3759375,16.3,6.11046875,11.48,64,149600.0,2337.5,2624.0
q13_l2_structured_adjoint,structured_adjoint,13,2,20,1,20,ok,,-13.681701801777464,0.0050113360048271716,0.2505668002413586,,4.5954968840662795,,,,,,,0.00048828125,,True,1,0.04482459102291614,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,9.0,9.0,0.0,0.0,111.5,111.5,57.0,1692,428,2700.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,28.5625,32.0,256.0,256.0,8492.5,18752.0,8.15515625,14.69,16.19125,16.63,0.04875,0.08,3.7146875,10.34,1.9503125000000001,4.62,71.8625,126.13,8.15515625,14.69,16.19125,16.63,3.7146875,10.34,64,543520.0,8492.5,18752.0
q14_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,14,2,20,1,20,ok,,-14.766954952586486,0.02382570502231829,1.1912852511159144,,1.0,,,,,,,0.0009765625,,True,1,1.0921014999912586,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,16.0,16.0,1.0,1.0,113.07,113.07,58.0,1718,428,2505.0,9501.0,,,,,,,,,,,,,,,1,62.0,62.0,2.0,2.0,64,ok,,88.0,128.0,116.0,256.0,2466.0,3040.0,6.209375,8.91,7.218125,16.27,0.02609375,0.05,11.44375,21.72,4.215,8.7,58.11921875,99.37,6.209375,8.91,7.218125,16.27,11.44375,21.72,64,157824.0,2466.0,3040.0
q14_l2_structured_adjoint,structured_adjoint,14,2,20,1,20,ok,,-14.73289982900679,0.004847653995966539,0.24238269979832694,,4.91489389344667,,,,,,,0.0009765625,,True,1,0.04667906099348329,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,0.0,0.0,0.0,0.0,112.03,112.03,58.0,1699,428,2700.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,55.046875,64.0,256.0,256.0,9372.0,19200.0,16.28375,28.51,16.1375,16.63,0.0446875,0.08,6.53171875,18.86,3.27359375,7.95,65.53828125,104.78,16.28375,28.51,16.1375,16.63,6.53171875,18.86,64,599808.0,9372.0,19200.0
q15_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,15,2,20,1,20,ok,,-15.563072049033591,0.023968774010427296,1.1984387005213648,,1.0,,,,,,,0.001953125,,True,1,1.0927728390088305,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,10.0,10.0,1.0,1.0,111.7,111.7,60.0,1685,428,2505.0,9501.0,,,,,,,,,,,,,,,1,19.0,19.0,5.0,5.0,64,ok,,176.0,256.0,115.0,256.0,2750.0,3200.0,10.97125,16.14,8.65140625,16.22,0.026875,0.05,19.87609375,34.46,7.15515625,15.32,55.6984375,89.88,10.97125,16.14,8.65140625,16.22,19.87609375,34.46,64,176000.0,2750.0,3200.0
q15_l2_structured_adjoint,structured_adjoint,15,2,20,1,20,ok,,-15.530674482917238,0.0062038050091359764,0.3101902504567988,,3.8635601820382655,,,,,,,0.001953125,,True,1,0.04096629700507037,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,2.0,2.0,0.0,0.0,113.96,113.96,60.0,1691,428,2700.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,107.046875,128.0,256.0,256.0,9739.0,20448.0,30.24921875,54.99,15.9528125,16.63,0.0409375,0.08,13.03171875,36.41,5.734375,13.3,62.5540625,101.82,30.24921875,54.99,15.9528125,16.63,13.03171875,36.41,64,623296.0,9739.0,20448.0
q16_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,16,2,20,1,20,ok,,-15.988777144683397,0.02937475999351591,1.4687379996757954,,1.0,,,,,,,0.00390625,,True,1,1.0978882729832549,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,0.0,0.0,0.0,0.0,112.63,112.63,60.0,1718,428,2685.0,9501.0,,,,,,,,,,,,,,,1,77.0,77.0,0.0,0.0,64,ok,,348.0,512.0,114.0,256.0,3462.5,4448.0,17.10890625,24.09,14.05515625,21.96,0.04,0.1,29.93734375,52.3,11.03390625,22.84,54.14046875,100.08,17.10890625,24.09,14.05515625,21.96,29.93734375,52.3,64,221600.0,3462.5,4448.0
q16_l2_structured_adjoint,structured_adjoint,16,2,20,1,20,ok,,-15.982444938272566,0.006399538018740714,0.3199769009370357,,4.590137586102849,,,,,,,0.00390625,,True,1,0.07064921600976959,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,5.0,5.0,0.0,0.0,116.19,116.19,61.0,1680,428,2685.0,9501.0,,,,,,,,,,,,,,,1,19.0,19.0,4.0,4.0,64,ok,,220.0625,256.0,256.0,256.0,18780.5,55488.0,34.27453125,64.98,23.4803125,29.92,0.06484375,0.1,18.693437499999998,51.3,8.57109375,13.82,65.77609375,101.68,34.27453125,64.98,23.4803125,29.92,18.693437499999998,51.3,64,1201952.0,18780.5,55488.0
q17_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,17,2,20,1,20,ok,,-17.079216590718076,0.0451285180170089,2.256425900850445,,1.0,,,,,,,0.0078125,,True,1,1.0646298830106389,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,11.0,11.0,0.0,0.0,114.81,114.81,62.0,1712,462,2685.0,9501.0,,,,,,,,,,,,,,,1,181.0,181.0,0.0,0.0,64,ok,,696.0,1024.0,113.0,256.0,4704.5,6560.0,24.8946875,36.66,24.18140625,35.88,0.05765625,0.16,43.82203125,74.67,15.73671875,32.16,53.02203125,100.73,24.8946875,36.66,24.18140625,35.88,43.82203125,74.67,64,301088.0,4704.5,6560.0
q17_l2_structured_adjoint,structured_adjoint,17,2,20,1,20,ok,,-17.088587551764675,0.015398902993183583,0.7699451496591792,,2.9306320091103446,,,,,,,0.0078125,,True,1,1.0828038899926469,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,24.0,24.0,0.0,0.0,116.21,116.21,63.0,1674,428,2685.0,9501.0,,,,,,,,,,,,,,,1,29.0,29.0,2.0,2.0,64,ok,,408.0625,512.0,256.0,256.0,28893.0,104096.0,38.62796875,72.35,32.79203125,45.33,0.08953125,0.16,26.87203125,58.17,11.863125,19.15,66.12046875,101.37,38.62796875,72.35,32.79203125,45.33,26.87203125,58.17,64,1849152.0,28893.0,104096.0
q18_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,18,2,20,1,20,ok,,-18.0920232388466,0.07932903899927624,3.966451949963812,,1.0,,,,,,,0.015625,,True,1,1.096859727986157,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,20.0,20.0,1.0,1.0,117.13,117.13,63.0,1708,468,2685.0,9501.0,,,,,,,,,,,,,,,1,131.0,131.0,18.0,18.0,64,ok,,1376.0,2048.0,112.0,256.0,6869.0,8672.0,34.0446875,48.73,41.32546875,62.15,0.06921875000000001,0.24,57.93859375,81.42,20.75,47.86,52.242343749999996,100.38,34.0446875,48.73,41.32546875,62.15,57.93859375,81.42,64,439616.0,6869.0,8672.0
q18_l2_structured_adjoint,structured_adjoint,18,2,20,1,20,ok,,-18.086842735114512,0.0282939649769105,1.414698248845525,,2.803744157597328,,,,,,,0.015625,,True,1,1.0963899880007375,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,30.0,30.0,0.0,0.0,118.62,118.62,65.0,1680,428,2685.0,9501.0,,,,,,,,,,,,,,,1,19.0,19.0,6.0,6.0,64,ok,,780.046875,1024.0,256.0,256.0,56200.5,197504.0,47.09453125,76.74,49.6265625,71.5,0.11671875000000001,0.22,30.2571875,69.98,13.230625,24.67,63.9915625,101.56,47.09453125,76.74,49.6265625,71.5,30.2571875,69.98,64,3596832.0,56200.5,197504.0
q19_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,19,2,20,1,20,ok,,-19.15618644333146,0.14637919201049954,7.318959600524977,,1.0,,,,,,,0.03125,,True,1,1.06345110599068,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,5.0,5.0,0.0,0.0,120.66,120.66,63.0,1712,480,2685.0,9501.0,,,,,,,,,,,,,,,1,81.0,81.0,10.0,10.0,64,ok,,2752.0,4096.0,111.0,256.0,11394.5,16064.0,41.07015625,58.94,62.75296875,76.48,0.06796875,0.19,71.98546875,89.18,25.049375,65.12,51.84203125,100.2,41.07015625,58.94,62.75296875,76.48,71.98546875,89.18,64,729248.0,11394.5,16064.0
q19_l2_structured_adjoint,structured_adjoint,19,2,20,1,20,ok,,-19.137661820632,0.04736519500147551,2.3682597500737756,,3.090437862779612,,,,,,,0.03125,,True,1,1.0661316649930086,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,50.0,50.0,0.0,0.0,129.14,129.14,64.0,1704,462,2685.0,9501.0,,,,,,,,,,,,,,,1,34.0,34.0,2.0,2.0,64,ok,,1516.046875,2048.0,256.0,256.0,105969.5,362976.0,51.9734375,83.97,58.45,85.45,0.1040625,0.22,38.1346875,89.4,13.79828125,28.75,63.00078125,119.5,51.9734375,83.97,58.45,85.45,38.1346875,89.4,64,6782048.0,105969.5,362976.0
q20_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,20,2,20,1,20,ok,,-20.21544747448121,0.2836404709960334,14.18202354980167,,1.0,,,,,,,0.0625,,True,1,1.1009832569980063,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,5.0,5.0,1.0,1.0,121.26,121.26,65.0,1745,504,2505.0,9501.0,,,,,,,,,,,,,,,1,118.0,118.0,5.0,5.0,64,ok,,5440.0,8192.0,110.0,256.0,21854.0,30144.0,43.0859375,64.42,77.773125,84.39,0.06546875,0.16,85.09546875,92.96,26.23359375,77.92,51.6975,100.21,43.0859375,64.42,77.773125,84.39,85.09546875,92.96,64,1398656.0,21854.0,30144.0
q20_l2_structured_adjoint,structured_adjoint,20,2,20,1,20,ok,,-20.081945148942793,0.06713759500416927,3.3568797502084635,,4.224763651102176,,,,,,,0.0625,,True,1,1.0843965680105612,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,87.0,87.0,1.0,1.0,142.01,142.01,68.0,1733,494,2685.0,9501.0,,,,,,,,,,,,,,,1,57.0,57.0,2.0,2.0,64,ok,,2764.140625,4096.0,220.0,256.0,168114.0,681120.0,50.9309375,88.12,55.76046875,92.39,0.09125,0.21,38.038125,92.4,11.5428125,31.12,59.8290625,100.63,50.9309375,88.12,55.76046875,92.39,38.038125,92.4,64,10759296.0,168114.0,681120.0
q21_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,21,2,20,1,20,ok,,-21.40582739025132,0.5729092609835789,28.645463049178943,,1.0,,,,,,,0.125,,True,2,1.0899937959911767,2,,,0,NVIDIA RTX 6000 Ada Generation,49140,58.0,100.0,14.0,27.0,133.01,140.61,68.0,1789,552,2685.0,9501.0,,,,,,,,,,,,,,,1,35.0,35.0,45.0,45.0,64,ok,,10880.0,16384.0,109.0,256.0,42352.5,56992.0,43.94234375,71.07,83.14515625,88.66,0.06609375,0.13,91.248125,94.41,26.47484375,81.6,51.22328125,100.11,43.94234375,71.07,83.14515625,88.66,91.248125,94.41,64,2710560.0,42352.5,56992.0
q21_l2_structured_adjoint,structured_adjoint,21,2,20,1,20,ok,,-21.242420150842968,0.14386853101314045,7.193426550657023,,3.982172174478179,,,,,,,0.125,,True,1,1.0610629810253158,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,1.0,1.0,0.0,0.0,181.95,181.95,65.0,1793,558,2685.0,9501.0,,,,,,,,,,,,,,,1,33.0,33.0,20.0,20.0,64,ok,,5208.234375,8192.0,226.0,256.0,283169.5,1355968.0,54.16640625,88.78,60.12078125,96.07,0.08578125,0.21,44.09140625,94.08,12.50203125,31.8,57.36875,100.1,54.16640625,88.78,60.12078125,96.07,44.09140625,94.08,64,18122848.0,283169.5,1355968.0
q22_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,22,2,20,1,20,ok,,-22.115360697765873,1.427583921002224,71.3791960501112,,1.0,,,,,,,0.25,,True,3,2.095160640979884,3,,,0,NVIDIA RTX 6000 Ada Generation,49140,67.0,100.0,47.333333333333336,72.0,175.84333333333333,263.29,70.0,1881,648,2685.0,9501.0,,,,,,,,,,,,,,,2,49.5,89.0,24.5,47.0,64,ok,,22016.0,32768.0,111.0,256.0,98757.0,129568.0,39.4234375,66.03,85.5215625,91.32,0.05671875,0.12,92.37359375,95.88,23.96953125,51.01,51.03,99.97,39.4234375,66.03,85.5215625,91.32,92.37359375,95.88,64,6320448.0,98757.0,129568.0
q22_l2_structured_adjoint,structured_adjoint,22,2,20,1,20,ok,,-21.80202806365436,0.29638029701891355,14.819014850945678,,4.816730178629663,,,,,,,0.25,,True,1,1.0638116750051267,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,100.0,100.0,71.0,71.0,239.23,239.23,70.0,1917,686,2685.0,9501.0,,,,,,,,,,,,,,,1,37.0,37.0,4.0,4.0,64,ok,,12208.421875,32768.0,215.5,256.0,568085.0,2690272.0,54.96296875,89.11,60.45640625,97.92,0.08093750000000001,0.21,46.40203125,94.65,11.84796875,36.01,56.4153125,100.26,54.96296875,89.11,60.45640625,97.92,46.40203125,94.65,64,36357440.0,568085.0,2690272.0
q23_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,23,2,20,1,20,ok,,-23.048385463442763,3.8829325520200655,194.14662760100327,,1.0,,,,,,,0.5,,True,8,4.098937978997128,8,,,0,NVIDIA RTX 6000 Ada Generation,49140,88.875,100.0,74.125,90.0,252.9325,284.84,71.0,2069,840,2685.0,9501.0,,,,,,,,,,,,,,,4,34.5,95.0,18.25,64.0,64,ok,,44544.0,65536.0,113.0,256.0,240630.0,313536.0,32.45203125,49.51,84.6159375,92.28,0.039218750000000004,0.08,90.45859375,92.38,27.8784375,49.77,51.0384375,100.0,32.45203125,49.51,84.6159375,92.28,90.45859375,92.38,64,15400320.0,240630.0,313536.0
