run_id,method,num_qubits,layers,steps,repeats,total_steps,status,error_message,final_energy,total_wall_s,avg_step_ms,total_wall_speedup_vs_inverse_walk,total_wall_speedup_vs_inverse_walk_cuQuantum,backend_timing_total_forward_s,backend_timing_avg_ms_per_step_forward_s,backend_timing_total_backward_s,backend_timing_avg_ms_per_step_backward_s,backend_timing_total_gradient_s,backend_timing_avg_ms_per_step_gradient_s,estimated_workspace_gib,effective_gate_fusion,pennylane_gate_structure,gpu_sample_count,gpu_telemetry_elapsed_wall_s,gpu_snapshots_collected,gpu_telemetry_note,gpu_pcie_note,gpu_index,gpu_name,gpu_fb_memory_total_mib,gpu_avg_utilization_gpu_pct,gpu_peak_utilization_gpu_pct,gpu_avg_utilization_memory_pct,gpu_peak_utilization_memory_pct,gpu_avg_power_draw_w,gpu_peak_power_draw_w,gpu_peak_temperature_c,gpu_peak_fb_memory_used_mib,gpu_peak_process_used_gpu_memory_mib,gpu_peak_clocks_sm_mhz,gpu_peak_clocks_mem_mhz,gpu_avg_sm_activity_pct,gpu_peak_sm_activity_pct,gpu_avg_sm_occupancy_pct,gpu_peak_sm_occupancy_pct,gpu_avg_tensor_activity_pct,gpu_peak_tensor_activity_pct,gpu_avg_dram_activity_pct,gpu_peak_dram_activity_pct,gpu_avg_fp64_activity_pct,gpu_peak_fp64_activity_pct,gpu_avg_fp32_activity_pct,gpu_peak_fp32_activity_pct,gpu_avg_fp16_activity_pct,gpu_peak_fp16_activity_pct,gpu_pcie_sample_count,gpu_avg_pcie_rx_kbps,gpu_peak_pcie_rx_kbps,gpu_avg_pcie_tx_kbps,gpu_peak_pcie_tx_kbps,ncu_profiled_kernel_launches,ncu_ncu_status,ncu_ncu_message,ncu_avg_launch__grid_size,ncu_peak_launch__grid_size,ncu_avg_launch__block_size,ncu_peak_launch__block_size,ncu_avg_gpu__time_duration.sum,ncu_peak_gpu__time_duration.sum,ncu_avg_sm__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_sm__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_sm__warps_active.avg.pct_of_peak_sustained_active,ncu_peak_sm__warps_active.avg.pct_of_peak_sustained_active,ncu_avg_smsp__warps_eligible.avg.per_cycle_active,ncu_peak_smsp__warps_eligible.avg.per_cycle_active,ncu_avg_dram__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_dram__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_lts__throughput.avg.pct_of_peak_sustained_elapsed,ncu_peak_lts__throughput.avg.pct_of_peak_sustained_elapsed,ncu_avg_lts__t_sector_hit_rate.pct,ncu_peak_lts__t_sector_hit_rate.pct,ncu_ncu_avg_sm_activity_pct,ncu_ncu_peak_sm_activity_pct,ncu_ncu_avg_sm_occupancy_pct,ncu_ncu_peak_sm_occupancy_pct,ncu_ncu_avg_dram_activity_pct,ncu_ncu_peak_dram_activity_pct,ncu_kernel_profiled_launches_detail,ncu_kernel_time_total_ns_detail,ncu_kernel_time_avg_ns_detail,ncu_kernel_time_peak_ns_detail
q13_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,13,2,20,1,20,ok,,-13.706952306870104,0.018760451988782734,0.9380225994391367,,1.0,,,,,,,0.00048828125,,True,1,0.05211172898998484,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,2.0,2.0,0.0,0.0,109.21,109.21,58.0,1846,428,2505.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,44.5,64.0,117.0,256.0,2311.0,2592.0,3.32046875,4.65,7.37421875,16.3,0.02625,0.04,5.889375,10.26,2.39609375,4.66,61.21640625,98.55,3.32046875,4.65,7.37421875,16.3,5.889375,10.26,64,147904.0,2311.0,2592.0
q13_l2_structured_adjoint,structured_adjoint,13,2,20,1,20,ok,,-13.706952306870086,0.004795061016920954,0.2397530508460477,,3.9124532352310624,,,,,,,0.00048828125,,True,1,0.0404553760017734,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,9.0,9.0,0.0,0.0,112.1,112.1,58.0,1844,428,2700.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,28.171875,32.0,256.0,256.0,8099.0,18656.0,7.7009375,14.7,16.12203125,16.63,0.04203125,0.07,3.76328125,7.78,2.71234375,6.09,68.205625,98.93,7.7009375,14.7,16.12203125,16.63,3.76328125,7.78,64,518336.0,8099.0,18656.0
q14_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,14,2,20,1,20,ok,,-14.766954952586492,0.0244335760071408,1.22167880035704,,1.0,,,,,,,0.0009765625,,True,1,1.0936785279773176,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,1.0,1.0,0.0,0.0,113.48,113.48,59.0,1844,428,2505.0,9501.0,,,,,,,,,,,,,,,1,13.0,13.0,0.0,0.0,64,ok,,88.0,128.0,116.0,256.0,2444.5,2784.0,6.23796875,8.79,7.23109375,16.27,0.025625,0.05,10.85140625,14.2,4.2021875,8.68,57.53328125,99.14,6.23796875,8.79,7.23109375,16.27,10.85140625,14.2,64,156448.0,2444.5,2784.0
q14_l2_structured_adjoint,structured_adjoint,14,2,20,1,20,ok,,-14.766954952586492,0.005824157997267321,0.29120789986336604,,4.195211740238669,,,,,,,0.0009765625,,True,1,0.04365696699824184,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,1.0,1.0,0.0,0.0,111.94,111.94,59.0,1840,428,2700.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,54.296875,64.0,256.0,256.0,8431.5,19168.0,15.11953125,28.48,16.015,16.63,0.03984375,0.07,6.69328125,15.61,4.615,11.27,64.62046875,99.29,15.11953125,28.48,16.015,16.63,6.69328125,15.61,64,539616.0,8431.5,19168.0
q15_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,15,2,20,1,20,ok,,-15.563072049033588,0.025807453988818452,1.2903726994409226,,1.0,,,,,,,0.001953125,,True,1,1.0954092300089542,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,1.0,1.0,0.0,0.0,111.63,111.63,60.0,1866,428,2505.0,9501.0,,,,,,,,,,,,,,,1,15.0,15.0,0.0,0.0,64,ok,,176.0,256.0,115.0,256.0,2734.0,3168.0,11.01375,16.14,8.6603125,16.22,0.0271875,0.05,18.9234375,25.15,7.19109375,15.3,55.33109375,99.53,11.01375,16.14,8.6603125,16.22,18.9234375,25.15,64,174976.0,2734.0,3168.0
q15_l2_structured_adjoint,structured_adjoint,15,2,20,1,20,ok,,-15.563072049033595,0.0057599870197009295,0.2879993509850465,,4.480470858796905,,,,,,,0.001953125,,True,1,0.043844019004609436,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,2.0,2.0,0.0,0.0,114.75,114.75,62.0,1836,428,2505.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,105.546875,128.0,256.0,256.0,8563.5,20128.0,27.89,55.32,15.8834375,16.63,0.03734375,0.07,12.06578125,26.26,8.10234375,19.19,62.880625,99.59,27.89,55.32,15.8834375,16.63,12.06578125,26.26,64,548064.0,8563.5,20128.0
q16_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,16,2,20,1,20,ok,,-15.988777144683363,0.029298487002961338,1.4649243501480669,,1.0,,,,,,,0.00390625,,True,1,1.0989626170194242,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,2.0,2.0,0.0,0.0,114.25,114.25,62.0,1864,428,2505.0,9501.0,,,,,,,,,,,,,,,1,54.0,54.0,0.0,0.0,64,ok,,348.0,512.0,114.0,256.0,3476.5,4096.0,17.1171875,24.11,14.1475,22.43,0.0403125,0.1,28.9359375,38.93,10.98203125,22.88,53.6309375,99.8,17.1171875,24.11,14.1475,22.43,28.9359375,38.93,64,222496.0,3476.5,4096.0
q16_l2_structured_adjoint,structured_adjoint,16,2,20,1,20,ok,,-15.98877714468336,0.007278534001670778,0.3639267000835389,,4.025328039442545,,,,,,,0.00390625,,True,1,0.04581311601214111,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,0.0,0.0,0.0,0.0,114.98,114.98,62.0,1832,428,2685.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,196.0625,256.0,256.0,256.0,15843.0,54912.0,31.0209375,64.4,21.39515625,29.92,0.055781250000000004,0.1,17.84859375,46.36,12.98,29.88,64.87531249999999,99.84,31.0209375,64.4,21.39515625,29.92,17.84859375,46.36,64,1013952.0,15843.0,54912.0
q17_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,17,2,20,1,20,ok,,-17.079216590718087,0.04576430900488049,2.2882154502440244,,1.0,,,,,,,0.0078125,,True,1,1.064992522005923,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,0.0,0.0,0.0,0.0,115.08,115.08,62.0,1864,462,2685.0,9501.0,,,,,,,,,,,,,,,1,219.0,219.0,8.0,8.0,64,ok,,696.0,1024.0,113.0,256.0,4682.5,5984.0,24.9815625,35.13,24.404218750000002,36.59,0.05765625,0.16,42.27,55.59,15.99015625,32.82,53.0334375,99.91,24.9815625,35.13,24.404218750000002,36.59,42.27,55.59,64,299680.0,4682.5,5984.0
q17_l2_structured_adjoint,structured_adjoint,17,2,20,1,20,ok,,-17.079216590718094,0.012545773992314935,0.6272886996157467,,3.647786819124429,,,,,,,0.0078125,,True,1,0.044821730989497155,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,24.0,24.0,0.0,0.0,117.59,117.59,64.0,1828,428,2685.0,9501.0,,,,,,,,,,,,,,,0,,,,,64,ok,,378.046875,512.0,256.0,256.0,26926.0,104352.0,36.209375,70.9,30.01640625,40.85,0.07109375,0.16,26.739375,63.07,18.05546875,42.88,64.79421875,99.9,36.209375,70.9,30.01640625,40.85,26.739375,63.07,64,1723264.0,26926.0,104352.0
q18_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,18,2,20,1,20,ok,,-18.092023238846593,0.07940554400556721,3.9702772002783604,,1.0,,,,,,,0.015625,,True,1,1.098111952014733,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,0.0,0.0,0.0,0.0,117.44,117.44,63.0,1866,468,2685.0,9501.0,,,,,,,,,,,,,,,1,129.0,129.0,18.0,18.0,64,ok,,1376.0,2048.0,112.0,256.0,6778.0,8352.0,34.66515625,49.12,41.6365625,62.8,0.07046875,0.26,56.9609375,68.85,21.1315625,48.14,52.119375,99.97,34.66515625,49.12,41.6365625,62.8,56.9609375,68.85,64,433792.0,6778.0,8352.0
q18_l2_structured_adjoint,structured_adjoint,18,2,20,1,20,ok,,-18.092023238846572,0.024399918998824432,1.2199959499412216,,3.2543363774852243,,,,,,,0.015625,,True,1,1.0936097699741367,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,39.0,39.0,0.0,0.0,119.92,119.92,65.0,1842,428,2685.0,9501.0,,,,,,,,,,,,,,,1,20.0,20.0,0.0,0.0,64,ok,,708.046875,1024.0,256.0,256.0,49241.0,196832.0,42.46234375,75.01,45.508281249999996,67.34,0.09593750000000001,0.24,28.87234375,72.47,19.07734375,48.87,63.254062499999996,99.97,42.46234375,75.01,45.508281249999996,67.34,28.87234375,72.47,64,3151424.0,49241.0,196832.0
q19_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,19,2,20,1,20,ok,,-19.156186443331467,0.14477083800011314,7.238541900005657,,1.0,,,,,,,0.03125,,True,1,1.064110128005268,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,2.0,2.0,0.0,0.0,115.61,115.61,65.0,1874,480,2685.0,9501.0,,,,,,,,,,,,,,,1,81.0,81.0,10.0,10.0,64,ok,,2752.0,4096.0,111.0,256.0,11057.0,15552.0,42.08734375,59.7,63.16453125,76.38,0.06890625,0.19,69.2203125,80.52,25.8446875,63.73,51.8115625,100.01,42.08734375,59.7,63.16453125,76.38,69.2203125,80.52,64,707648.0,11057.0,15552.0
q19_l2_structured_adjoint,structured_adjoint,19,2,20,1,20,ok,,-19.156186443331457,0.04592918697744608,2.296459348872304,,3.152044430292313,,,,,,,0.03125,,True,1,1.064387608988909,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,37.0,37.0,0.0,0.0,127.97,127.97,66.0,1854,462,2685.0,9501.0,,,,,,,,,,,,,,,1,25.0,25.0,0.0,0.0,64,ok,,1328.046875,2048.0,256.0,256.0,84028.5,361248.0,48.671875,79.71,56.57234375,82.96,0.0965625,0.2,32.0390625,81.11,21.5590625,64.51,61.6971875,99.98,48.671875,79.71,56.57234375,82.96,32.0390625,81.11,64,5377824.0,84028.5,361248.0
q20_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,20,2,20,1,20,ok,,-20.215447474481223,0.2771028489805758,13.85514244902879,,1.0,,,,,,,0.0625,,True,1,1.0957708620117046,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,41.0,41.0,0.0,0.0,120.32,120.32,65.0,1894,504,2685.0,9501.0,,,,,,,,,,,,,,,1,55.0,55.0,5.0,5.0,64,ok,,5440.0,8192.0,110.0,256.0,19435.0,26144.0,47.62890625,64.74,77.85328125,84.17,0.065625,0.16,78.01625,88.33,28.95078125,78.85,51.564375,100.1,47.62890625,64.74,77.85328125,84.17,78.01625,88.33,64,1243840.0,19435.0,26144.0
q20_l2_structured_adjoint,structured_adjoint,20,2,20,1,20,ok,,-20.215447474481213,0.07110310500138439,3.5551552500692196,,3.8971975833570216,,,,,,,0.0625,,True,1,1.0902450249996036,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,87.0,87.0,0.0,0.0,141.83,141.83,67.0,1882,494,2685.0,9501.0,,,,,,,,,,,,,,,1,21.0,21.0,2.0,2.0,64,ok,,2568.046875,4096.0,228.0,256.0,141835.0,680864.0,49.55921875,83.02,59.13140625,90.55,0.08078125,0.16,35.884375,92.15,19.93,78.11,57.28109375,100.1,49.55921875,83.02,59.13140625,90.55,35.884375,92.15,64,9077440.0,141835.0,680864.0
q21_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,21,2,20,1,20,ok,,-21.405827390251346,0.5599140549893491,27.995702749467455,,1.0,,,,,,,0.125,,True,2,1.0777231430110987,2,,,0,NVIDIA RTX 6000 Ada Generation,49140,55.0,100.0,13.0,25.0,145.6,168.82,69.0,1938,552,2685.0,9501.0,,,,,,,,,,,,,,,1,35.0,35.0,3.0,3.0,64,ok,,10880.0,16384.0,109.0,256.0,35124.0,45952.0,52.26484375,71.61,83.20171875,88.63,0.06734375000000001,0.13,85.13125,93.01,31.28125,87.11,51.129062499999996,100.06,52.26484375,71.61,83.20171875,88.63,85.13125,93.01,64,2247936.0,35124.0,45952.0
q21_l2_structured_adjoint,structured_adjoint,21,2,20,1,20,ok,,-21.405827390251353,0.1524020240176469,7.620101200882345,,3.67392794550101,,,,,,,0.125,,True,1,1.0708271030161995,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,98.0,98.0,25.0,25.0,178.52,178.52,69.0,1942,558,2685.0,9501.0,,,,,,,,,,,,,,,1,27.0,27.0,5.0,5.0,64,ok,,5032.03125,8192.0,232.0,256.0,269894.5,1350944.0,55.97375,86.74,63.78015625,94.77,0.07843750000000001,0.17,40.5690625,92.95,19.7271875,87.56,55.5309375,100.11,55.97375,86.74,63.78015625,94.77,40.5690625,92.95,64,17273248.0,269894.5,1350944.0
q22_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,22,2,20,1,20,ok,,-22.11536069776588,1.444352336024167,72.21761680120835,,1.0,,,,,,,0.25,,True,3,2.110872130986536,3,,,0,NVIDIA RTX 6000 Ada Generation,49140,68.0,100.0,47.666666666666664,72.0,180.62333333333333,233.66,69.0,2030,648,2685.0,9501.0,,,,,,,,,,,,,,,2,20.5,28.0,4.0,6.0,64,ok,,22016.0,32768.0,111.0,256.0,87929.5,133184.0,45.39984375,66.98,85.25578125,91.43,0.056093750000000005,0.12,92.27765625,96.0,29.24390625,90.6,51.0771875,100.07,45.39984375,66.98,85.25578125,91.43,92.27765625,96.0,64,5627488.0,87929.5,133184.0
q22_l2_structured_adjoint,structured_adjoint,22,2,20,1,20,ok,,-22.11536069776591,0.33751309500075877,16.87565475003794,,4.279396436517286,,,,,,,0.25,,True,1,1.0548210779961664,1,,,0,NVIDIA RTX 6000 Ada Generation,49140,100.0,100.0,73.0,73.0,230.62,230.62,70.0,2088,686,2685.0,9501.0,,,,,,,,,,,,,,,1,74.0,74.0,24.0,24.0,64,ok,,12496.03125,32768.0,214.5,256.0,544391.5,2690720.0,57.8434375,83.57,63.3975,96.8,0.07765625,0.17,47.93859375,94.42,17.330312499999998,90.41,54.49,100.0,57.8434375,83.57,63.3975,96.8,47.93859375,94.42,64,34841056.0,544391.5,2690720.0
q23_l2_inverse_walk_cuQuantum,inverse_walk_cuQuantum,23,2,20,1,20,ok,,-23.04838546344275,3.777021620015148,188.8510810007574,,1.0,,,,,,,0.5,,True,8,4.144380120997084,8,,,0,NVIDIA RTX 6000 Ada Generation,49140,100.0,100.0,80.75,93.0,246.30875,286.72,71.0,2183,840,2685.0,9501.0,,,,,,,,,,,,,,,4,9.5,18.0,1.75,2.0,64,ok,,44544.0,65536.0,113.0,256.0,208182.0,298528.0,38.7925,53.87,84.948125,91.82,0.04,0.08,92.37890625,95.66,31.71796875,49.84,51.0096875,99.96,38.7925,53.87,84.948125,91.82,92.37890625,95.66,64,13323648.0,208182.0,298528.0
q23_l2_structured_adjoint,structured_adjoint,23,2,20,1,20,ok,,-23.048385463442777,0.6717146229930222,33.58573114965111,,5.622955777239919,,,,,,,0.5,,True,2,1.0870689390285406,2,,,0,NVIDIA RTX 6000 Ada Generation,49140,100.0,100.0,66.5,82.0,230.575,236.77,71.0,2283,942,2685.0,9501.0,,,,,,,,,,,,,,,1,15.0,15.0,5.0,5.0,64,ok,,20869.15625,32768.0,162.0,256.0,1071969.0,5350304.0,60.594375,83.95,49.83109375,97.84,0.04890625,0.17,56.72,95.29,15.695,42.98,52.96546875,121.55,60.594375,83.95,49.83109375,97.84,56.72,95.29,64,68606016.0,1071969.0,5350304.0
